city,timestamp,temperature,season
New York,2010-05-17,6.587108183522805,spring
New York,2010-05-18,5.910309988157257,spring
New York,2010-05-19,15.493109197155713,spring
New York,2010-05-20,12.205223092463322,spring
New York,2010-05-21,7.839914770402886,spring
New York,2010-05-22,13.47832347343168,spring
New York,2010-05-23,18.980180078164796,spring
New York,2010-05-24,8.538583922090162,spring
New York,2010-05-25,3.947391106622245,spring
New York,2010-05-26,4.969611426959136,spring
New York,2010-05-27,11.508817689696032,spring
New York,2010-05-28,11.144449678200681,spring
New York,2010-05-29,2.48336923720138,spring
New York,2010-05-30,-1.7987992774835924,spring
New York,2010-05-31,5.511337616344805,spring
New York,2010-06-01,28.409488444763376,summer
New York,2010-06-02,28.908618627608348,summer
New York,2010-06-03,22.86196096592174,summer
New York,2010-06-04,23.554305924448656,summer
New York,2010-06-05,22.252693297375515,summer
New York,2010-06-06,29.116134220765506,summer
New York,2010-06-07,21.826800775116535,summer
New York,2010-06-08,25.58203589868201,summer
New York,2010-06-09,25.315559657172795,summer
New York,2010-06-10,16.004711526675724,summer
New York,2010-06-11,21.750620979797155,summer
New York,2010-06-12,32.5278515867732,summer
New York,2010-06-13,26.46060641397144,summer
New York,2010-06-14,25.107061991327694,summer
New York,2010-06-15,23.348348820853644,summer
New York,2010-06-16,30.112715113620332,summer
New York,2010-06-17,24.67321971319722,summer
New York,2010-06-18,21.891494322538705,summer
New York,2010-06-19,28.010905940888566,summer
New York,2010-06-20,23.95650393670295,summer
New York,2010-06-21,20.89644632511748,summer
New York,2010-06-22,25.440717597685634,summer
New York,2010-06-23,23.040546859793913,summer
New York,2010-06-24,19.059847112933515,summer
New York,2010-06-25,25.769049150240015,summer
New York,2010-06-26,24.409896761585333,summer
New York,2010-06-27,17.086838292455226,summer
New York,2010-06-28,28.574658972559643,summer
New York,2010-06-29,28.88365944325022,summer
New York,2010-06-30,28.25176923195142,summer
New York,2010-07-01,31.93350999134666,summer
New York,2010-07-02,23.685319257069967,summer
New York,2010-07-03,29.20400612799858,summer
New York,2010-07-04,22.600474922887642,summer
New York,2010-07-05,19.469367946796137,summer
New York,2010-07-06,20.040242376008244,summer
New York,2010-07-07,20.29766825358689,summer
New York,2010-07-08,32.351813794130585,summer
New York,2010-07-09,30.194207066256794,summer
New York,2010-07-10,29.93364371535725,summer
New York,2010-07-11,24.384820728814606,summer
New York,2010-07-12,32.99776679121085,summer
New York,2010-07-13,24.989144847488028,summer
New York,2010-07-14,24.702568411867382,summer
New York,2010-07-15,26.414468059024866,summer
New York,2010-07-16,18.75502728065955,summer
New York,2010-07-17,24.44347903976079,summer
New York,2010-07-18,28.28050974736641,summer
New York,2010-07-19,22.42030448334012,summer
New York,2010-07-20,16.0733413291672,summer
New York,2010-07-21,30.312661020653763,summer
New York,2010-07-22,26.722501737683803,summer
New York,2010-07-23,31.78759858045538,summer
New York,2010-07-24,37.346904024332154,summer
New York,2010-07-25,18.16615291986496,summer
New York,2010-07-26,28.832284926128693,summer
New York,2010-07-27,12.293178053156504,summer
New York,2010-07-28,34.70909771340119,summer
New York,2010-07-29,23.37627127534939,summer
New York,2010-07-30,29.355149474274242,summer
New York,2010-07-31,25.520878121248728,summer
New York,2010-08-01,27.861996985595162,summer
New York,2010-08-02,29.086605648611226,summer
New York,2010-08-03,38.451849979629316,summer
New York,2010-08-04,20.430222538106012,summer
New York,2010-08-05,24.19729463062194,summer
New York,2010-08-06,19.603542830895595,summer
New York,2010-08-07,23.554665950719418,summer
New York,2010-08-08,32.32123398494305,summer
New York,2010-08-09,12.645469022184619,summer
New York,2010-08-10,17.89645242148021,summer
New York,2010-08-11,23.969531253589672,summer
New York,2010-08-12,16.078818794717904,summer
New York,2010-08-13,18.422364399912198,summer
New York,2010-08-14,25.639759664105142,summer
New York,2010-08-15,27.67838068747811,summer
New York,2010-08-16,23.26421325879895,summer
New York,2010-08-17,24.765887349387544,summer
New York,2010-08-18,26.732024570777945,summer
New York,2010-08-19,22.336546738747536,summer
New York,2010-08-20,23.32549079144834,summer
New York,2010-08-21,21.675364624090797,summer
New York,2010-08-22,25.38613456289344,summer
New York,2010-08-23,26.190322302433593,summer
New York,2010-08-24,30.485690689270513,summer
New York,2010-08-25,17.747616779689505,summer
New York,2010-08-26,26.08323986904384,summer
New York,2010-08-27,23.238310982730155,summer
New York,2010-08-28,28.297656830319625,summer
New York,2010-08-29,23.790091255370868,summer
New York,2010-08-30,35.65270185879556,summer
New York,2010-08-31,21.508253446555074,summer
New York,2010-09-01,13.289966029536984,autumn
New York,2010-09-02,13.976695082644664,autumn
New York,2010-09-03,10.672915862058137,autumn
New York,2010-09-04,15.576355241936717,autumn
New York,2010-09-05,12.917946698333093,autumn
New York,2010-09-06,20.779197696877247,autumn
New York,2010-09-07,10.109702923360071,autumn
New York,2010-09-08,15.40248134694357,autumn
New York,2010-09-09,7.897636126022145,autumn
New York,2010-09-10,16.809264129380026,autumn
New York,2010-09-11,10.697477198005387,autumn
New York,2010-09-12,15.099171641453982,autumn
New York,2010-09-13,10.189217279377687,autumn
New York,2010-09-14,14.522207887037371,autumn
New York,2010-09-15,5.928083646823831,autumn
New York,2010-09-16,14.42649446637788,autumn
New York,2010-09-17,16.891514579201015,autumn
New York,2010-09-18,22.17955198086225,autumn
New York,2010-09-19,21.56549633737687,autumn
New York,2010-09-20,21.626036154205124,autumn
New York,2010-09-21,10.541792255365804,autumn
New York,2010-09-22,17.93234093016274,autumn
New York,2010-09-23,19.72442286437461,autumn
New York,2010-09-24,15.042562467779906,autumn
New York,2010-09-25,19.323634284503715,autumn
New York,2010-09-26,10.898008062117562,autumn
New York,2010-09-27,18.991645377449082,autumn
New York,2010-09-28,13.819949314253444,autumn
New York,2010-09-29,8.83770797564455,autumn
New York,2010-09-30,25.194810619740128,autumn
New York,2010-10-01,21.512267436111188,autumn
New York,2010-10-02,14.701082400076192,autumn
New York,2010-10-03,9.694172574892034,autumn
New York,2010-10-04,7.452494723262393,autumn
New York,2010-10-05,3.810570348990577,autumn
New York,2010-10-06,18.781980906041053,autumn
New York,2010-10-07,4.646517470129087,autumn
New York,2010-10-08,11.708688030524883,autumn
New York,2010-10-09,10.67767508097246,autumn
New York,2010-10-10,11.354606593603869,autumn
New York,2010-10-11,16.269847506724094,autumn
New York,2010-10-12,21.864953103168528,autumn
New York,2010-10-13,13.489199163677625,autumn
New York,2010-10-14,14.734870737173736,autumn
New York,2010-10-15,18.84616984739879,autumn
New York,2010-10-16,15.65625470458688,autumn
New York,2010-10-17,10.353945418999201,autumn
New York,2010-10-18,17.725343504563085,autumn
New York,2010-10-19,24.22627962806203,autumn
New York,2010-10-20,19.14681798402168,autumn
New York,2010-10-21,9.57398647964061,autumn
New York,2010-10-22,17.266197323678774,autumn
New York,2010-10-23,15.472589050048379,autumn
New York,2010-10-24,19.686824570249538,autumn
New York,2010-10-25,21.18214919452324,autumn
New York,2010-10-26,8.500734018563069,autumn
New York,2010-10-27,17.36529732167921,autumn
New York,2010-10-28,19.17700658476173,autumn
New York,2010-10-29,20.28832542938416,autumn
New York,2010-10-30,7.355580204624329,autumn
New York,2010-10-31,10.979839193609504,autumn
New York,2010-11-01,15.051048716717371,autumn
New York,2010-11-02,9.56116170969554,autumn
New York,2010-11-03,18.355338340511764,autumn
New York,2010-11-04,13.542989542735574,autumn
New York,2010-11-05,9.258177001357106,autumn
New York,2010-11-06,18.39505671407583,autumn
New York,2010-11-07,7.488299327291709,autumn
New York,2010-11-08,13.112616322875576,autumn
New York,2010-11-09,15.598247318388221,autumn
New York,2010-11-10,11.147119637910873,autumn
New York,2010-11-11,14.396762330379289,autumn
New York,2010-11-12,9.640769348408236,autumn
New York,2010-11-13,6.40189659923916,autumn
New York,2010-11-14,7.565596168632607,autumn
New York,2010-11-15,10.969849196798862,autumn
New York,2010-11-16,17.635632704820193,autumn
New York,2010-11-17,2.022903239174889,autumn
New York,2010-11-18,22.03579735237782,autumn
New York,2010-11-19,14.748273344502413,autumn
New York,2010-11-20,22.252545570027806,autumn
New York,2010-11-21,13.012902600245651,autumn
New York,2010-11-22,13.285141592575581,autumn
New York,2010-11-23,5.359637602858951,autumn
New York,2010-11-24,21.46905289004494,autumn
New York,2010-11-25,16.953100202043732,autumn
New York,2010-11-26,18.449365152861688,autumn
New York,2010-11-27,13.853700565215208,autumn
New York,2010-11-28,2.014027992592375,autumn
New York,2010-11-29,22.790783746879043,autumn
New York,2010-11-30,17.66952908300058,autumn
New York,2010-12-01,-3.8190728555368905,winter
New York,2010-12-02,-3.723203716987496,winter
New York,2010-12-03,2.2587532903043352,winter
New York,2010-12-04,-9.532655393040141,winter
New York,2010-12-05,2.3978315946450293,winter
New York,2010-12-06,4.1030815337977105,winter
New York,2010-12-07,-2.4778489091535554,winter
New York,2010-12-08,0.36609894137552174,winter
New York,2010-12-09,-2.354839182401283,winter
New York,2010-12-10,11.771387748700617,winter
New York,2010-12-11,-1.5395063158349225,winter
New York,2010-12-12,-9.317819099832814,winter
New York,2010-12-13,3.826433265693093,winter
New York,2010-12-14,-2.891352852051395,winter
New York,2010-12-15,-3.3331468737539858,winter
New York,2010-12-16,6.451536385385369,winter
New York,2010-12-17,-5.189350803247707,winter
New York,2010-12-18,-4.374300478552179,winter
New York,2010-12-19,-5.838277284159829,winter
New York,2010-12-20,0.017632146587708807,winter
New York,2010-12-21,1.9863087949631302,winter
New York,2010-12-22,8.334014580175456,winter
New York,2010-12-23,-0.7945661922626781,winter
New York,2010-12-24,3.520271282689635,winter
New York,2010-12-25,-0.2654132009645662,winter
New York,2010-12-26,1.2291869480091735,winter
New York,2010-12-27,2.507139117272148,winter
New York,2010-12-28,8.086018323555265,winter
New York,2010-12-29,2.1454792622152628,winter
New York,2010-12-30,5.018356068586782,winter
New York,2010-12-31,1.0062999888207222,winter
New York,2011-01-01,3.3564396865980517,winter
New York,2011-01-02,-7.468674267503774,winter
New York,2011-01-03,-2.226037547309355,winter
New York,2011-01-04,-1.9861644990899738,winter
New York,2011-01-05,3.1876580928478955,winter
New York,2011-01-06,2.3077237985166628,winter
New York,2011-01-07,0.5333260102812931,winter
New York,2011-01-08,5.236080117413867,winter
New York,2011-01-09,0.5808480769420138,winter
New York,2011-01-10,10.748700565445517,winter
New York,2011-01-11,-3.296033311806579,winter
New York,2011-01-12,7.757973872571252,winter
New York,2011-01-13,3.496336526157551,winter
New York,2011-01-14,0.7650005701157139,winter
New York,2011-01-15,-0.6390734347584187,winter
New York,2011-01-16,-7.9196040656241715,winter
New York,2011-01-17,3.4987291888491336,winter
New York,2011-01-18,2.980344566280922,winter
New York,2011-01-19,2.333117592372165,winter
New York,2011-01-20,8.480896533328476,winter
New York,2011-01-21,5.80120491342464,winter
New York,2011-01-22,1.4920223968993622,winter
New York,2011-01-23,1.3902894141012365,winter
New York,2011-01-24,-5.097871161866042,winter
New York,2011-01-25,-5.486424832341371,winter
New York,2011-01-26,1.4632463896842676,winter
New York,2011-01-27,-7.523806376637615,winter
New York,2011-01-28,0.07789030172730962,winter
New York,2011-01-29,0.1855326897322865,winter
New York,2011-01-30,4.84605014500818,winter
New York,2011-01-31,2.0456830413135765,winter
New York,2011-02-01,-5.061849452932952,winter
New York,2011-02-02,0.19743471661512302,winter
New York,2011-02-03,-2.934222722028817,winter
New York,2011-02-04,4.7780525506691065,winter
New York,2011-02-05,-4.418250869146341,winter
New York,2011-02-06,-1.040986381596727,winter
New York,2011-02-07,3.9062944072578683,winter
New York,2011-02-08,5.648548276365015,winter
New York,2011-02-09,4.778422978423281,winter
New York,2011-02-10,-0.003699028690746204,winter
New York,2011-02-11,3.1028515724352785,winter
New York,2011-02-12,-7.3583875839665875,winter
New York,2011-02-13,3.1529245987204235,winter
New York,2011-02-14,7.8037315033103685,winter
New York,2011-02-15,4.106910780014159,winter
New York,2011-02-16,-3.645659809337918,winter
New York,2011-02-17,3.3148722997840334,winter
New York,2011-02-18,1.9702236731453469,winter
New York,2011-02-19,-2.269563478252159,winter
New York,2011-02-20,5.001523162140819,winter
New York,2011-02-21,3.988962805914478,winter
New York,2011-02-22,6.2920760672655005,winter
New York,2011-02-23,2.243429554872412,winter
New York,2011-02-24,-1.1671117830723567,winter
New York,2011-02-25,0.07628343797278793,winter
New York,2011-02-26,-7.900613091978302,winter
New York,2011-02-27,-9.114686218059141,winter
New York,2011-02-28,-2.366938195560296,winter
New York,2011-03-01,10.446817630797765,spring
New York,2011-03-02,15.136480538800104,spring
New York,2011-03-03,18.171348690633373,spring
New York,2011-03-04,12.06522559815315,spring
New York,2011-03-05,17.112456450040863,spring
New York,2011-03-06,9.727308176389501,spring
New York,2011-03-07,10.083139530241352,spring
New York,2011-03-08,8.565794249953253,spring
New York,2011-03-09,7.881062650845595,spring
New York,2011-03-10,10.623452708221654,spring
New York,2011-03-11,5.030802604388965,spring
New York,2011-03-12,15.831274830894241,spring
New York,2011-03-13,11.954980592780533,spring
New York,2011-03-14,14.33599991359366,spring
New York,2011-03-15,8.228153207233037,spring
New York,2011-03-16,12.672196978424054,spring
New York,2011-03-17,8.828404518868242,spring
New York,2011-03-18,-0.13315904463383177,spring
New York,2011-03-19,16.418437348246513,spring
New York,2011-03-20,12.05491918322509,spring
New York,2011-03-21,12.63556886218833,spring
New York,2011-03-22,16.97633864863558,spring
New York,2011-03-23,11.095882315262154,spring
New York,2011-03-24,-1.780179280308392,spring
New York,2011-03-25,0.728742238787742,spring
New York,2011-03-26,15.907595648697727,spring
New York,2011-03-27,13.759447528982395,spring
New York,2011-03-28,7.030748243410557,spring
New York,2011-03-29,7.624823393176002,spring
New York,2011-03-30,14.097345786877689,spring
New York,2011-03-31,10.509381847229568,spring
New York,2011-04-01,10.054875657445749,spring
New York,2011-04-02,20.136393430402997,spring
New York,2011-04-03,13.095567479991182,spring
New York,2011-04-04,9.708795105206436,spring
New York,2011-04-05,14.026974395987176,spring
New York,2011-04-06,8.234579268430725,spring
New York,2011-04-07,11.942164670719551,spring
New York,2011-04-08,9.043895601816562,spring
New York,2011-04-09,9.343879175050054,spring
New York,2011-04-10,14.841614297747423,spring
New York,2011-04-11,3.9173173732942885,spring
New York,2011-04-12,15.823699559292267,spring
New York,2011-04-13,3.835171422504569,spring
New York,2011-04-14,9.051632968168189,spring
New York,2011-04-15,13.7688484017432,spring
New York,2011-04-16,14.64479517215725,spring
New York,2011-04-17,10.59935647027633,spring
New York,2011-04-18,1.3763821955997066,spring
New York,2011-04-19,8.63426217987622,spring
New York,2011-04-20,9.02789317252162,spring
New York,2011-04-21,23.14707145093313,spring
New York,2011-04-22,6.830612381938814,spring
New York,2011-04-23,3.871774647759959,spring
New York,2011-04-24,7.167874443242047,spring
New York,2011-04-25,12.784559618167842,spring
New York,2011-04-26,4.816515874591611,spring
New York,2011-04-27,11.834971040591446,spring
New York,2011-04-28,7.434777524532543,spring
New York,2011-04-29,-3.7462146481020824,spring
New York,2011-04-30,6.375351604417122,spring
New York,2011-05-01,10.911910331612972,spring
New York,2011-05-02,8.065149922211754,spring
New York,2011-05-03,8.829809342912736,spring
New York,2011-05-04,10.622590295550316,spring
New York,2011-05-05,3.233037674375571,spring
New York,2011-05-06,13.615522657841852,spring
New York,2011-05-07,7.367236822930741,spring
New York,2011-05-08,2.0318387041404566,spring
New York,2011-05-09,18.38950844192224,spring
New York,2011-05-10,17.203303174045622,spring
New York,2011-05-11,2.430034694352675,spring
New York,2011-05-12,8.14015596852926,spring
New York,2011-05-13,10.622766535326608,spring
New York,2011-05-14,15.683714303292108,spring
New York,2011-05-15,11.428351194723533,spring
New York,2011-05-16,8.056484632043183,spring
New York,2011-05-17,13.994863365314611,spring
New York,2011-05-18,11.965866107478558,spring
New York,2011-05-19,7.778638852337739,spring
New York,2011-05-20,1.808535618266724,spring
New York,2011-05-21,6.0006438496549155,spring
New York,2011-05-22,17.57243277050396,spring
New York,2011-05-23,10.07291197211709,spring
New York,2011-05-24,13.018460543083933,spring
New York,2011-05-25,7.119634381636421,spring
New York,2011-05-26,-0.9175724508861904,spring
New York,2011-05-27,10.05149820880488,spring
New York,2011-05-28,17.51659820952443,spring
New York,2011-05-29,6.120297169581742,spring
New York,2011-05-30,17.885130390257057,spring
New York,2011-05-31,10.782011032122663,spring
New York,2011-06-01,25.5574484832111,summer
New York,2011-06-02,33.41683562198723,summer
New York,2011-06-03,19.92127278137667,summer
New York,2011-06-04,24.654213218876997,summer
New York,2011-06-05,24.044342470577128,summer
New York,2011-06-06,16.23420034092078,summer
New York,2011-06-07,28.645432918387293,summer
New York,2011-06-08,24.37566804795123,summer
New York,2011-06-09,18.906924504864776,summer
New York,2011-06-10,23.653063826535238,summer
New York,2011-06-11,23.78775961348094,summer
New York,2011-06-12,35.74956454328901,summer
New York,2011-06-13,24.944600839797847,summer
New York,2011-06-14,24.836272023201598,summer
New York,2011-06-15,31.14627910085071,summer
New York,2011-06-16,26.816151523112502,summer
New York,2011-06-17,24.0175241362284,summer
New York,2011-06-18,32.40941863642885,summer
New York,2011-06-19,21.664639084092162,summer
New York,2011-06-20,24.905290970765734,summer
New York,2011-06-21,23.528428547650766,summer
New York,2011-06-22,32.47725840319215,summer
New York,2011-06-23,26.067483406704643,summer
New York,2011-06-24,25.79822884747285,summer
New York,2011-06-25,22.6729002313959,summer
New York,2011-06-26,19.793502851414345,summer
New York,2011-06-27,31.501063612489123,summer
New York,2011-06-28,24.162216540538374,summer
New York,2011-06-29,26.829084827432162,summer
New York,2011-06-30,17.86014650196841,summer
New York,2011-07-01,26.729124732126753,summer
New York,2011-07-02,30.850808501499408,summer
New York,2011-07-03,25.359868548055577,summer
New York,2011-07-04,16.839368124791918,summer
New York,2011-07-05,32.026563268349975,summer
New York,2011-07-06,23.900275191382605,summer
New York,2011-07-07,26.117572068969224,summer
New York,2011-07-08,21.526400343448767,summer
New York,2011-07-09,13.5492915716275,summer
New York,2011-07-10,29.720349495463708,summer
New York,2011-07-11,24.02976805878486,summer
New York,2011-07-12,23.67000493202743,summer
New York,2011-07-13,35.66060953143139,summer
New York,2011-07-14,23.842234395367683,summer
New York,2011-07-15,28.16151592042129,summer
New York,2011-07-16,23.910418013516,summer
New York,2011-07-17,27.0274660066241,summer
New York,2011-07-18,19.48095026185291,summer
New York,2011-07-19,24.77495625895195,summer
New York,2011-07-20,11.676050488485377,summer
New York,2011-07-21,31.20759358399614,summer
New York,2011-07-22,34.729546282383154,summer
New York,2011-07-23,33.65755295677174,summer
New York,2011-07-24,33.757542198075804,summer
New York,2011-07-25,22.686826247570245,summer
New York,2011-07-26,23.003354322102076,summer
New York,2011-07-27,21.2744662540668,summer
New York,2011-07-28,31.14463353822544,summer
New York,2011-07-29,29.348692170025004,summer
New York,2011-07-30,23.106350369846986,summer
New York,2011-07-31,19.300285692855745,summer
New York,2011-08-01,23.549439483632362,summer
New York,2011-08-02,19.765796394968387,summer
New York,2011-08-03,21.100634036315803,summer
New York,2011-08-04,24.38444374181494,summer
New York,2011-08-05,21.938457285754478,summer
New York,2011-08-06,16.876544716581677,summer
New York,2011-08-07,19.579141489742454,summer
New York,2011-08-08,31.021847521495896,summer
New York,2011-08-09,28.027262827026114,summer
New York,2011-08-10,26.737666787766553,summer
New York,2011-08-11,19.768589386126077,summer
New York,2011-08-12,27.845165442302104,summer
New York,2011-08-13,28.484832471671353,summer
New York,2011-08-14,29.70056694282514,summer
New York,2011-08-15,21.71342914210453,summer
New York,2011-08-16,22.469817044296633,summer
New York,2011-08-17,29.125716691118846,summer
New York,2011-08-18,16.84174461197274,summer
New York,2011-08-19,33.96087209732988,summer
New York,2011-08-20,26.452292061519948,summer
New York,2011-08-21,29.727559717667003,summer
New York,2011-08-22,28.518350352271554,summer
New York,2011-08-23,31.235539876801575,summer
New York,2011-08-24,24.80710974201926,summer
New York,2011-08-25,24.844079769967113,summer
New York,2011-08-26,23.35714762166655,summer
New York,2011-08-27,30.051249939071436,summer
New York,2011-08-28,30.97309753144647,summer
New York,2011-08-29,26.23135803956053,summer
New York,2011-08-30,28.153704061714205,summer
New York,2011-08-31,23.586883513849028,summer
New York,2011-09-01,16.109320659316563,autumn
New York,2011-09-02,12.49025505431703,autumn
New York,2011-09-03,11.837285225348717,autumn
New York,2011-09-04,15.411350505465279,autumn
New York,2011-09-05,14.203784233775664,autumn
New York,2011-09-06,7.627712713727974,autumn
New York,2011-09-07,15.092083167779183,autumn
New York,2011-09-08,15.651135024450669,autumn
New York,2011-09-09,10.762752498742108,autumn
New York,2011-09-10,24.411014221575915,autumn
New York,2011-09-11,17.039846776638143,autumn
New York,2011-09-12,15.949486777985957,autumn
New York,2011-09-13,7.419210674444488,autumn
New York,2011-09-14,20.579316415543783,autumn
New York,2011-09-15,9.759086088198414,autumn
New York,2011-09-16,15.81553276832389,autumn
New York,2011-09-17,16.392099039684442,autumn
New York,2011-09-18,17.209846917974517,autumn
New York,2011-09-19,10.556951613749442,autumn
New York,2011-09-20,17.09184525064163,autumn
New York,2011-09-21,10.346395363259191,autumn
New York,2011-09-22,12.140432009893392,autumn
New York,2011-09-23,3.934928473330622,autumn
New York,2011-09-24,10.030353750817522,autumn
New York,2011-09-25,17.491289951452302,autumn
New York,2011-09-26,11.530422332697782,autumn
New York,2011-09-27,12.622567930037318,autumn
New York,2011-09-28,22.63788572312057,autumn
New York,2011-09-29,17.647185933399726,autumn
New York,2011-09-30,11.75175832624214,autumn
New York,2011-10-01,14.917946814129436,autumn
New York,2011-10-02,13.070016685519725,autumn
New York,2011-10-03,5.989058687802531,autumn
New York,2011-10-04,13.80720841887089,autumn
New York,2011-10-05,9.312246480984115,autumn
New York,2011-10-06,13.63335740992229,autumn
New York,2011-10-07,12.737768616791971,autumn
New York,2011-10-08,16.748302362324996,autumn
New York,2011-10-09,22.18261495310895,autumn
New York,2011-10-10,17.5174441434933,autumn
New York,2011-10-11,16.802346639876575,autumn
New York,2011-10-12,11.421167657018058,autumn
New York,2011-10-13,17.910810993418437,autumn
